Nation,Country,Region,Year,CO2 Emissions,Emissions from bunker fuels,Emissions from cement production,Emissions from gas flaring,Emissions from gas fuel consumption,Emissions from liquid fuel consumption,Emissions from solid fuel consumption,Gdp Ppp,Number of Records,Per capita CO2 emissions,Population,Total CO2 emissions from fossil-fuels and cement production
EGYPT,EGYPT,Africa,1915,25,0,0,0,0,25,0,31359847219,1,0,13103160,25
PHILIPPINES,PHILIPPINES,Asia,1941,25,0,25,0,0,0,0,33694943650,1,0,14552395,25
TUNISIA,TUNISIA,Africa,1945,26,0,8,0,0,0,18,5865091337,1,0,3034920,26
ALGERIA,ALGERIA,Africa,1931,27,0,10,0,0,1,15,30602072065,1,0,6876190,27
PHILIPPINES,PHILIPPINES,Asia,1935,27,0,15,0,0,0,12,27753780213,1,0,11577988,27
LEBANON,LEBANON,Asia,1948,28,0,28,0,0,0,0,7059786949,1,0,1077273,28
PHILIPPINES,PHILIPPINES,Asia,1920,28,0,0,0,0,0,28,21062891800,1,0,9410424,28
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1949,28,0,0,0,0,28,0,15184952032,1,0,16865022,28
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1941,29,0,3,0,0,26,0,7550202861,1,0,2945272,29
FINLAND,FINLAND,Europe,1915,29,0,0,0,0,24,5,9690637806,1,0,3140763,29
GREECE,GREECE,Europe,1919,29,0,0,0,0,0,29,18404304354,1,0,5640215,29
AFGHANISTAN,AFGHANISTAN,Asia,1953,29,0,0,0,0,18,10,9332357234,1,0,8038312,29
AFGHANISTAN,AFGHANISTAN,Asia,1954,29,0,0,0,0,18,12,9516245304,1,0,8150037,29
ISRAEL,ISRAEL,Asia,1942,30,0,30,0,0,0,0,3264656153,1,0,877043,30
CUBA,CUBA,North America,1945,30,0,30,0,0,0,0,42141075494,1,0,5919997,30
GREECE,GREECE,Europe,1944,30,0,0,0,0,0,30,14971860874,1,0,7149235,30
ALGERIA,ALGERIA,Africa,1932,31,0,12,0,0,1,18,31123257860,1,0,6876190,31
PHILIPPINES,PHILIPPINES,Asia,1946,31,0,8,0,0,0,23,18480683804,1,0,14552395,31
PHILIPPINES,PHILIPPINES,Asia,1940,31,0,0,0,0,0,31,38074994278,1,0,14552395,31
KUWAIT,KUWAIT,Asia,1951,32,770,0,0,0,32,0,35356042838,1,0.19,163632,32
LEBANON,LEBANON,Asia,1949,32,0,32,0,0,0,0,7343194384,1,0,1077273,32
BAHRAIN,BAHRAIN,Asia,1934,33,0,0,0,0,33,0,261649033.2,1,0,105272,33
ISRAEL,ISRAEL,Asia,1949,33,0,33,0,0,0,0,5005882788,1,0,877043,33
FINLAND,FINLAND,Europe,1917,33,0,0,0,0,21,12,8249849145,1,0,3140763,33
ALGERIA,ALGERIA,Africa,1933,33,0,10,0,0,1,22,31653318115,1,0,6876190,33
PHILIPPINES,PHILIPPINES,Asia,1936,33,0,18,0,0,0,15,31574534405,1,0,11577988,33
PHILIPPINES,PHILIPPINES,Asia,1937,33,0,20,0,0,0,13,33849009348,1,0,11577988,33
GREECE,GREECE,Europe,1918,34,0,0,0,0,0,34,17827182774,1,0,5640215,34
GREECE,GREECE,Europe,1946,34,0,14,0,0,0,20,18995959093,1,0,7149235,34
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1940,35,0,3,0,0,32,0,7394949846,1,0,2945272,35
TUNISIA,TUNISIA,Africa,1947,35,0,16,0,0,0,19,6146931251,1,0,3034920,35
TUNISIA,TUNISIA,Africa,1949,35,0,23,0,0,0,12,6442316257,1,0,3034920,35
ISRAEL,ISRAEL,Asia,1946,36,0,36,0,0,0,0,4159320880,1,0,877043,36
TUNISIA,TUNISIA,Africa,1946,36,0,11,0,0,0,24,6004357296,1,0,3034920,36
ALGERIA,ALGERIA,Africa,1935,36,0,9,0,0,0,28,32740678126,1,0,6876190,36
OMAN,OMAN,Asia,1967,37,205,0,0,0,37,0,5652088105,1,0.06,660117,37
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1942,37,0,3,0,0,33,0,7710515526,1,0,2945272,37
TUNISIA,TUNISIA,Africa,1941,37,0,8,0,0,0,29,5339586256,1,0,3034920,37
GREECE,GREECE,Europe,1941,37,0,9,0,0,0,28,25298868474,1,0,7149235,37
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1944,38,0,4,0,0,34,0,8038190664,1,0,2945272,38
IRAQ,IRAQ,Asia,1927,38,0,0,0,0,38,0,8064741061,1,0,3728811,38
ALGERIA,ALGERIA,Africa,1934,38,0,13,0,0,0,25,32192408655,1,0,6876190,38
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1950,39,15,0,0,0,35,4,5497961133,1,0.04,1113382,39
COLOMBIA,COLOMBIA,South America,1922,39,0,0,0,0,39,0,10142421160,1,0,8144252,39
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1943,40,0,3,0,0,37,0,7873168206,1,0,2945272,40
TUNISIA,TUNISIA,Africa,1948,40,0,22,0,0,0,18,6292890229,1,0,3034920,40
VENEZUELA,VENEZUELA,South America,1920,41,0,0,0,0,23,17,5100603467,1,0,3230455,41
MOROCCO,MOROCCO,Africa,1932,41,0,30,0,0,0,11,12237045694,1,0,6617663,41
AFGHANISTAN,AFGHANISTAN,Asia,1955,42,0,0,0,0,25,17,9690682218,1,0,8270024,42
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1948,42,0,0,0,0,42,0,15037685248,1,0,16865022,42
PHILIPPINES,PHILIPPINES,Asia,1938,43,0,23,0,0,0,20,34959586349,1,0,11577988,43
QATAR,QATAR,Asia,1961,44,0,0,0,0,44,0,1821538425,1,0.87,51355,44
JORDAN,JORDAN,Asia,1951,44,0,0,0,0,44,0,1656967584,1,0.09,503116,44
OMAN,OMAN,Asia,1968,44,318,0,0,0,44,0,10293939972,1,0.06,679593,44
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1946,44,0,4,0,0,39,0,8355073426,1,0,2945272,44
TUNISIA,TUNISIA,Africa,1942,44,0,8,0,0,0,36,5466374106,1,0,3034920,44
VENEZUELA,VENEZUELA,South America,1921,44,0,0,0,0,28,16,5091877775,1,0,3230455,44
ALGERIA,ALGERIA,Africa,1939,44,0,0,0,30,0,14,35028744188,1,0,6876190,44
ISRAEL,ISRAEL,Asia,1947,45,0,45,0,0,0,0,4424270014,1,0,877043,45
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1952,45,13,0,0,0,40,4,6415435168,1,0.04,1152277,45
QATAR,QATAR,Asia,1958,46,0,0,0,0,46,0,979596011.5,1,1.11,41487,46
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1951,46,16,0,0,0,42,4,6025004772,1,0.04,1131590,46
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1945,46,0,4,0,0,42,0,8208493190,1,0,2945272,46
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1947,46,0,5,0,0,41,0,8499949240,1,0,2945272,46
CUBA,CUBA,North America,1946,46,0,36,0,0,10,0,45903413779,1,0,5919997,46
GREECE,GREECE,Europe,1947,46,0,25,0,0,0,21,24550807438,1,0,7149235,46
JORDAN,JORDAN,Asia,1950,47,0,0,0,0,47,0,1448314690,1,0.1,448861,47
QATAR,QATAR,Asia,1960,48,0,0,0,0,48,0,1465008182,1,1.01,47309,48
MOROCCO,MOROCCO,Africa,1933,48,0,27,0,0,1,20,12667107517,1,0,6617663,48
FINLAND,FINLAND,Europe,1916,49,0,0,0,0,27,22,9818707909,1,0,3140763,49
EGYPT,EGYPT,Africa,1916,49,0,0,0,0,49,0,31856122238,1,0,13103160,49
QATAR,QATAR,Asia,1959,50,0,0,0,0,50,0,1191284665,1,1.15,44059,50
CUBA,CUBA,North America,1948,50,0,39,0,0,11,0,46697257535,1,0,5919997,50
CUBA,CUBA,North America,1949,50,0,42,0,0,8,0,50743455102,1,0,5919997,50
AFGHANISTAN,AFGHANISTAN,Asia,1956,50,0,0,0,0,33,17,10109280881,1,0.01,8398309,50
ANGOLA,ANGOLA,Africa,1950,51,0,0,0,0,34,16,12808514627,1,0.01,4354882,51
COLOMBIA,COLOMBIA,South America,1923,51,0,0,0,0,51,0,10799516299,1,0,8144252,51
QATAR,QATAR,Asia,1962,52,0,0,0,0,52,0,2282843313,1,0.93,56187,52
CUBA,CUBA,North America,1947,52,0,38,0,0,14,0,52562078979,1,0,5919997,52
MOROCCO,MOROCCO,Africa,1934,52,0,25,0,0,1,26,13112284339,1,0,6617663,52
QATAR,QATAR,Asia,1952,53,0,0,0,0,53,0,312244564.6,1,1.77,29843,53
JORDAN,JORDAN,Asia,1952,53,0,0,0,0,53,0,1819640024,1,0.1,542123,53
TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,North America,1912,54,0,0,0,0,54,0,725579426.9,1,0,387111,54
COLOMBIA,COLOMBIA,South America,1924,54,0,0,0,0,54,0,11421842748,1,0,8144252,54
PHILIPPINES,PHILIPPINES,Asia,1947,54,0,18,0,0,0,36,25779420126,1,0,14552395,54
BRUNEI (DARUSSALAM),BRUNEI,Asia,1937,56,0,0,0,44,12,0,254082167.3,1,0,29451,56
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1948,56,0,5,0,0,50,0,8684026745,1,0,2945272,56
SAUDI ARABIA,SAUDI ARABIA,Asia,1938,56,0,0,0,0,56,0,17530076018,1,0,2974999,56
VENEZUELA,VENEZUELA,South America,1922,56,0,0,0,0,41,15,5311989124,1,0,3230455,56
JORDAN,JORDAN,Asia,1953,58,0,0,0,0,58,0,1965973822,1,0.1,574887,58
VENEZUELA,VENEZUELA,South America,1919,58,0,0,0,0,37,21,4244814216,1,0,3230455,58
MOROCCO,MOROCCO,Africa,1936,58,0,22,0,0,0,36,14050121935,1,0,6617663,58
GREECE,GREECE,Europe,1943,58,0,0,0,0,0,58,17808131004,1,0,7149235,58
BRUNEI (DARUSSALAM),BRUNEI,Asia,1938,59,0,0,0,50,9,0,301826262.5,1,0,29451,59
VENEZUELA,VENEZUELA,South America,1918,59,0,0,0,0,22,37,4542764776,1,0,3230455,59
PHILIPPINES,PHILIPPINES,Asia,1948,59,0,16,0,0,0,43,30121184835,1,0,14552395,59
TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,North America,1913,61,0,0,0,0,61,0,744214423.9,1,0,387111,61
IRELAND,IRELAND,Europe,1913,61,0,0,0,0,0,61,14598294915,1,0,3071970,61
NIGERIA,NIGERIA,Africa,1917,61,0,0,0,0,0,61,27557021625,1,0,18664138,61
IRELAND,IRELAND,Europe,1915,62,0,0,0,0,0,62,14094955124,1,0,3071970,62
GREECE,GREECE,Europe,1942,62,0,4,0,0,0,57,21280736157,1,0,7149235,62
OMAN,OMAN,Asia,1969,64,310,0,0,0,64,0,12985910403,1,0.09,700729,64
OMAN,OMAN,Asia,1970,64,310,0,0,0,64,0,13484035488,1,0.09,723850,64
ECUADOR,ECUADOR,South America,1927,64,0,0,0,0,64,0,5023530970,1,0,1869330,64
MOROCCO,MOROCCO,Africa,1935,64,0,26,0,0,0,38,13573105002,1,0,6617663,64
IRELAND,IRELAND,Europe,1921,65,0,0,0,0,0,65,13528807502,1,0,3071970,65
FINLAND,FINLAND,Europe,1919,65,0,0,0,0,34,31,8634059455,1,0,3140763,65
GREECE,GREECE,Europe,1940,65,0,26,0,0,0,39,29633073376,1,0,7149235,65
ALGERIA,ALGERIA,Africa,1940,65,0,0,0,25,0,40,35625319443,1,0,7797418,65
IRELAND,IRELAND,Europe,1916,66,0,0,0,0,0,66,13943153021,1,0,3071970,66
IRELAND,IRELAND,Europe,1918,67,0,0,0,0,0,67,13698795055,1,0,3071970,67
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1953,68,14,0,0,0,61,7,6501975358,1,0.06,1175887,68
IRELAND,IRELAND,Europe,1919,68,0,0,0,0,0,68,13795347752,1,0,3071970,68
IRELAND,IRELAND,Europe,1914,68,0,0,0,0,0,68,14418052619,1,0,3071970,68
ANGOLA,ANGOLA,Africa,1951,68,0,0,0,0,42,26,13332072877,1,0.02,4439705,68
JORDAN,JORDAN,Asia,1954,69,0,9,0,0,60,0,2117067648,1,0.11,608017,69
GREECE,GREECE,Europe,1939,69,0,47,0,0,0,22,34512337384,1,0,6253203,69
ISLAMIC REPUBLIC OF IRAN,IRAN,Asia,1912,69,0,0,0,0,69,0,20963873263,1,0,11758739,69
IRELAND,IRELAND,Europe,1917,70,0,0,0,0,0,70,13809127014,1,0,3071970,70
QATAR,QATAR,Asia,1949,71,0,0,0,0,71,0,172433657.8,1,0,24999,71
FINLAND,FINLAND,Europe,1920,75,0,0,0,0,10,65,9658620280,1,0,3140763,75
ANGOLA,ANGOLA,Africa,1953,75,3,4,0,0,52,19,14464766306,1,0.02,4621691,75
FINLAND,FINLAND,Europe,1921,77,0,0,0,0,14,63,9978795538,1,0,3140763,77
MONGOLIA,MONGOLIA,Asia,1950,78,0,0,0,0,0,78,1114896382,1,0.1,780200,78
TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,North America,1914,79,0,0,0,0,79,0,771323422.7,1,0,387111,79
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1949,79,0,6,0,0,74,0,8866399829,1,0,2945272,79
IRAQ,IRAQ,Asia,1928,79,0,0,0,0,79,0,8367271765,1,0,3728811,79
BRUNEI (DARUSSALAM),BRUNEI,Asia,1957,80,0,0,0,72,8,0,4254363833,1,1.16,70465,80
MONGOLIA,MONGOLIA,Asia,1951,80,0,0,0,0,0,80,1165700015,1,0.1,793537,80
IRELAND,IRELAND,Europe,1920,80,0,0,0,0,0,80,13690998104,1,0,3071970,80
AFGHANISTAN,AFGHANISTAN,Asia,1957,80,0,0,0,0,59,21,10090893565,1,0.01,8534913,80
UNITED KOREA,KOREA,Asia,1912,80,0,0,0,0,0,80,12635914541,1,0,15487415,80
BRUNEI (DARUSSALAM),BRUNEI,Asia,1956,81,0,0,0,74,8,0,3993612348,1,1.23,66859,81
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1945,81,0,0,0,0,81,0,14604399085,1,0,16865022,81
BRUNEI (DARUSSALAM),BRUNEI,Asia,1951,82,0,0,0,73,9,0,2843555508,1,1.6,50971,82
BRUNEI (DARUSSALAM),BRUNEI,Asia,1955,82,0,0,0,73,9,0,3744945250,1,1.3,63401,82
MONGOLIA,MONGOLIA,Asia,1952,82,0,0,0,0,0,82,1226159384,1,0.1,807926,82
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1954,82,23,0,0,0,63,19,6487801547,1,0.07,1202737,82
BRUNEI (DARUSSALAM),BRUNEI,Asia,1961,83,0,0,0,75,8,0,5430605580,1,1,85687,83
MONGOLIA,MONGOLIA,Asia,1953,83,0,0,0,0,0,83,1285857196,1,0.1,823060,83
NIGERIA,NIGERIA,Africa,1922,83,0,0,0,0,0,83,30759521606,1,0,18664138,83
EGYPT,EGYPT,Africa,1914,84,0,0,0,0,84,0,30871303096,1,0,13103160,84
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1944,84,0,0,0,0,84,0,14534332777,1,0,16865022,84
QATAR,QATAR,Asia,1957,85,0,0,0,0,85,0,812421928.3,1,2.15,39402,85
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1957,85,32,0,0,0,63,22,10657651121,1,0.07,1304045,85
ANGOLA,ANGOLA,Africa,1952,85,0,0,0,0,52,33,13890502520,1,0.02,4529381,85
ALGERIA,ALGERIA,Africa,1941,85,0,0,0,27,0,58,36232058823,1,0,7797418,85
BRUNEI (DARUSSALAM),BRUNEI,Asia,1958,87,0,0,0,82,6,0,4527910084,1,1.2,74189,87
MOROCCO,MOROCCO,Africa,1939,87,0,0,0,0,4,83,15584137432,1,0,6617663,87
PHILIPPINES,PHILIPPINES,Asia,1949,87,0,27,0,0,0,60,32025468325,1,0,14552395,87
BRUNEI (DARUSSALAM),BRUNEI,Asia,1952,88,0,0,0,74,14,0,3058616804,1,1.63,53932,88
BRUNEI (DARUSSALAM),BRUNEI,Asia,1959,89,0,0,0,82,8,0,4814676492,1,1.17,77989,89
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1956,90,28,0,0,0,65,25,10098794705,1,0.08,1266813,90
MOROCCO,MOROCCO,Africa,1942,90,0,0,0,0,4,85,17285638734,1,0,7700259,90
COLOMBIA,COLOMBIA,South America,1931,90,0,0,0,0,90,0,15668909660,1,0,8144252,90
AFGHANISTAN,AFGHANISTAN,Asia,1958,90,0,0,0,0,65,25,10637435901,1,0.01,8679848,90
BRUNEI (DARUSSALAM),BRUNEI,Asia,1960,91,0,0,0,83,8,0,5115228155,1,1.14,81825,91
BRUNEI (DARUSSALAM),BRUNEI,Asia,1965,91,0,0,0,89,3,0,6893412176,1,0.92,102525,91
TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,North America,1915,91,0,0,0,0,91,0,799263091.1,1,0,387111,91
KUWAIT,KUWAIT,Asia,1948,92,0,0,0,0,92,0,15045632911,1,0,41419954,92
BRUNEI (DARUSSALAM),BRUNEI,Asia,1964,93,0,0,0,73,20,0,6490550129,1,0.98,97933,93
UNITED KOREA,KOREA,Asia,1913,93,0,0,0,0,0,93,13370870691,1,0,15487415,93
BRUNEI (DARUSSALAM),BRUNEI,Asia,1953,94,0,0,0,73,21,0,3279100634,1,1.65,56958,94
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1950,95,2,10,0,0,85,0,4574502004,1,0.04,2364650,95
ANGOLA,ANGOLA,Africa,1954,95,2,6,0,0,69,21,14129860013,1,0.02,4714970,95
QATAR,QATAR,Asia,1950,96,0,0,0,0,96,0,199373833.7,1,3.85,24999,96
LEBANON,LEBANON,Asia,1942,96,0,96,0,0,0,0,5574819293,1,0,1077273,96
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1958,96,35,0,0,0,69,26,11886849688,1,0.08,1344561,96
IRAQ,IRAQ,Asia,1933,96,0,0,0,0,96,0,10058906669,1,0,3728811,96
BRUNEI (DARUSSALAM),BRUNEI,Asia,1963,97,0,0,0,82,15,0,6114744882,1,1.06,93650,97
MOROCCO,MOROCCO,Africa,1943,97,0,19,0,0,4,74,17893130193,1,0,7700259,97
BRUNEI (DARUSSALAM),BRUNEI,Asia,1954,98,0,0,0,74,23,0,3507273112,1,1.63,60104,98
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1951,98,2,14,0,0,84,0,5126657184,1,0.04,2438412,98
QATAR,QATAR,Asia,1953,100,0,0,0,0,100,0,383886981.6,1,3.11,32029,100
IRAQ,IRAQ,Asia,1931,100,0,0,0,0,100,0,9344671439,1,0,3728811,100
BRUNEI (DARUSSALAM),BRUNEI,Asia,1962,101,0,0,0,80,20,0,5762691514,1,1.15,89603,101
IRAQ,IRAQ,Asia,1929,101,0,0,0,0,101,0,8681148809,1,0,3728811,101
IRAQ,IRAQ,Asia,1930,101,0,0,0,0,101,0,9006801583,1,0,3728811,101
MOROCCO,MOROCCO,Africa,1937,101,0,21,0,0,3,77,14543904370,1,0,6617663,101
NIGERIA,NIGERIA,Africa,1919,101,0,0,0,0,0,101,28813027541,1,0,18664138,101
IRAQ,IRAQ,Asia,1932,102,0,0,0,0,102,0,9695214406,1,0,3728811,102
JORDAN,JORDAN,Asia,1955,104,0,12,0,0,92,0,2046594030,1,0.16,645724,104
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1951,104,0,9,0,0,93,2,5236418343,1,0.03,3500650,104
KUWAIT,KUWAIT,Asia,1950,105,727,0,0,0,105,0,31828866832,1,0.69,152250,105
VENEZUELA,VENEZUELA,South America,1924,105,0,0,0,0,68,37,7427552826,1,0,3230455,105
AFGHANISTAN,AFGHANISTAN,Asia,1959,105,0,5,0,0,70,30,10919506088,1,0.01,8833127,105
QATAR,QATAR,Asia,1951,106,0,0,0,0,106,0,250956646.5,1,3.87,27475,106
MOROCCO,MOROCCO,Africa,1941,106,0,0,0,0,5,101,16698772999,1,0,7700259,106
TURKEY,TURKEY,Asia,1917,107,0,0,0,0,0,107,38675740872,1,0,14200404,107
MOROCCO,MOROCCO,Africa,1940,108,0,0,0,0,4,104,16131831400,1,0,7700259,108
NIGERIA,NIGERIA,Africa,1918,109,0,0,0,0,0,109,28178027928,1,0,18664138,109
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1943,112,0,0,0,0,112,0,17191795753,1,0,16865022,112
BRUNEI (DARUSSALAM),BRUNEI,Asia,1950,113,0,0,0,71,42,0,2631344401,1,2.35,48001,113
TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,North America,1916,113,0,0,0,0,113,0,828056815.7,1,0,387111,113
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1950,113,0,9,0,0,102,1,5461328000,1,0.03,3413329,113
ANGOLA,ANGOLA,Africa,1955,113,2,10,0,0,80,23,15314231524,1,0.02,4808114,113
AFGHANISTAN,AFGHANISTAN,Asia,1960,113,0,5,0,0,74,35,11287930973,1,0.01,8994793,113
QATAR,QATAR,Asia,1955,114,0,0,0,0,114,0,563433545.9,1,3.18,35835,114
MOROCCO,MOROCCO,Africa,1944,115,0,15,0,0,3,97,18521970468,1,0,7700259,115
EGYPT,EGYPT,Africa,1917,115,0,0,0,0,115,0,32360253995,1,0,13103160,115
BRUNEI (DARUSSALAM),BRUNEI,Asia,1968,117,0,0,0,78,39,0,8277958040,1,1.02,118176,117
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1955,117,25,0,0,0,63,54,8211608130,1,0.1,1233025,117
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1959,118,35,0,0,0,95,22,12997505257,1,0.09,1388133,118
BRUNEI (DARUSSALAM),BRUNEI,Asia,1967,120,0,0,0,80,39,0,7785561328,1,1.1,112680,120
COLOMBIA,COLOMBIA,South America,1925,121,0,0,0,0,121,0,12046210049,1,0,8144252,121
JORDAN,JORDAN,Asia,1956,123,0,11,0,0,112,0,2879649073,1,0.18,689705,123
VENEZUELA,VENEZUELA,South America,1923,123,0,0,0,0,78,46,6166251368,1,0,3230455,123
ANGOLA,ANGOLA,Africa,1961,124,64,21,0,0,85,17,20715616328,1,0.02,5367287,124
EGYPT,EGYPT,Africa,1920,124,0,0,0,0,124,0,33921017331,1,0,13103160,124
TURKEY,TURKEY,Asia,1918,125,0,0,0,0,0,125,36256647214,1,0,14200404,125
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1951,126,4,5,0,0,112,9,9495130796,1,0.05,3140342,126
MOROCCO,MOROCCO,Africa,1938,127,0,22,0,0,3,102,15055038764,1,0,6617663,127
ALGERIA,ALGERIA,Africa,1943,128,0,11,0,32,0,85,37476706815,1,0,7797418,128
EGYPT,EGYPT,Africa,1923,128,0,0,0,0,128,0,35557058234,1,0,13103160,128
ECUADOR,ECUADOR,South America,1928,129,0,0,0,0,129,0,5097635598,1,0,1869330,129
NIGERIA,NIGERIA,Africa,1923,129,0,0,0,0,0,129,31406072805,1,0,18664138,129
SAUDI ARABIA,SAUDI ARABIA,Asia,1953,130,"1,173",0,0,0,130,0,45865702503,1,0.04,3372617,130
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1952,130,0,21,0,0,107,2,6582432916,1,0.04,3595227,130
BRUNEI (DARUSSALAM),BRUNEI,Asia,1969,133,0,0,0,88,45,0,8803951310,1,1.11,123875,133
MONGOLIA,MONGOLIA,Asia,1954,133,0,0,0,0,48,86,1351192707,1,0.16,838787,133
REPUBLIC OF KOREA,North Korea,Asia,1946,133,0,1,0,0,0,131,11540838044,1,0,10549469,133
UNITED KOREA,KOREA,Asia,1914,133,0,0,0,0,0,133,16226195589,1,0,15487415,133
NIGERIA,NIGERIA,Africa,1920,133,0,0,0,0,0,133,29462338248,1,0,18664138,133
BRUNEI (DARUSSALAM),BRUNEI,Asia,1966,134,0,0,0,79,55,0,7324843918,1,1.29,107450,134
AFGHANISTAN,AFGHANISTAN,Asia,1961,134,0,6,0,0,80,48,11360782409,1,0.01,9164945,134
JORDAN,JORDAN,Asia,1957,135,0,15,0,0,120,0,3037573372,1,0.18,739263,135
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1950,135,4,5,0,0,130,1,8877358305,1,0.05,3089649,135
ALGERIA,ALGERIA,Africa,1942,136,0,0,0,29,0,107,36849128725,1,0,7797418,136
ALGERIA,ALGERIA,Africa,1944,136,0,13,0,36,1,87,38114977552,1,0,7797418,136
EGYPT,EGYPT,Africa,1924,136,0,0,0,0,136,0,36119755985,1,0,13103160,136
UNITED KOREA,KOREA,Asia,1918,136,0,0,0,0,0,136,20658704214,1,0,15487415,136
ANGOLA,ANGOLA,Africa,1956,137,1,12,0,0,114,11,15070349812,1,0.03,4900594,137
QATAR,QATAR,Asia,1956,138,0,0,0,0,138,0,676698298.1,1,3.68,37581,138
UNITED KOREA,KOREA,Asia,1916,138,0,0,0,0,0,138,18330815494,1,0,15487415,138
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1952,140,3,5,0,0,126,9,9775955004,1,0.05,3193287,140
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1953,140,4,30,0,0,108,2,7452634847,1,0.04,3697041,140
TURKEY,TURKEY,Asia,1916,140,0,0,0,0,0,140,41256244061,1,0,14200404,140
PANAMA,PANAMA,North America,1950,141,7,7,0,-2,136,0,2628243243,1,0.16,859660,141
ZIMBABWE,ZIMBABWE,Africa,1912,142,0,0,0,0,0,142,1744623125,1,0,2200198,142
JORDAN,JORDAN,Asia,1958,143,0,15,0,0,128,0,3433291619,1,0.18,791658,143
MOROCCO,MOROCCO,Africa,1945,143,0,10,0,0,3,130,19172911627,1,0,7700259,143
TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,North America,1917,144,0,0,0,0,144,0,860034331.1,1,0,387111,144
BAHRAIN,BAHRAIN,Asia,1935,145,0,0,0,0,145,0,294808333.9,1,0,105272,145
EGYPT,EGYPT,Africa,1922,145,0,0,0,0,145,0,35003126593,1,0,13103160,145
EGYPT,EGYPT,Africa,1926,145,0,0,0,0,145,0,37272004949,1,0,13103160,145
COLOMBIA,COLOMBIA,South America,1933,146,0,0,0,0,81,65,17666399669,1,0,8144252,146
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1953,147,3,5,0,0,138,4,8846130842,1,0.05,3248462,147
NIGERIA,NIGERIA,Africa,1924,148,0,0,0,0,0,148,32066214614,1,0,18664138,148
ANGOLA,ANGOLA,Africa,1960,150,41,22,0,0,95,34,18258508092,1,0.03,5270844,150
SUDAN,SUDAN,Africa,1950,150,6,0,0,0,111,40,12136082761,1,0.02,5733944,150
PANAMA,PANAMA,North America,1951,151,9,10,0,-2,143,0,2601894230,1,0.17,881346,151
EGYPT,EGYPT,Africa,1925,151,0,0,0,0,151,0,36691356713,1,0,13103160,151
EGYPT,EGYPT,Africa,1921,153,0,0,0,0,153,0,34457824325,1,0,13103160,153
EGYPT,EGYPT,Africa,1927,155,0,0,0,0,155,0,37861842848,1,0,13103160,155
NIGERIA,NIGERIA,Africa,1921,156,0,0,0,0,0,156,30126280257,1,0,18664138,156
BAHRAIN,BAHRAIN,Asia,1960,157,605,0,0,0,157,0,3339202120,1,0.97,162501,157
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1954,158,3,34,0,0,122,1,8545350596,1,0.04,3805985,158
ZIMBABWE,ZIMBABWE,Africa,1913,159,0,0,0,0,0,159,1758983432,1,0,2200198,159
MONGOLIA,MONGOLIA,Asia,1955,161,0,0,0,0,73,88,1418171492,1,0.19,855101,161
